0939616173:1878576003,1 1:0.0 2:4.75
1878576046:1878576003,1 1:0.230769230769 2:4.75
0596002505:0596004893,1 1:0.125 2:4.25
188765108X:1887651020,1 1:0.272727272727 2:4.75
1887651047:1887651020,1 1:0.272727272727 2:4.75
1887651063:1887651020,1 1:0.272727272727 2:5.0
0387945431:155544279X,1 1:0.25 2:4.5
0387945431:0534209106,1 1:0.125 2:4.0
0671876732:0671877054,1 1:0.0 2:4.0
1568821301:0671877054,1 1:0.0 2:4.25
047115511X:047139887X,1 1:0.111111111111 2:2.25
047115511X:0072441224,1 1:0.0 2:0.0
0738205311:0738205303,1 1:0.5 2:2.0
0738205303:0738206970,1 1:0.5 2:0.0
0201021153:0738205303,1 1:0.25 2:2.25
0738205303:0738203815,1 1:0.5 2:0.0
0060974176:0915299143,1 1:0.0 2:4.5
0130324248:1890651109,1 1:0.0 2:2.5
0131400525:0130324248,1 1:0.222222222222 2:2.25
0130324248:0131824767,1 1:0.0 2:2.25
0130664928:0130324248,1 1:0.111111111111 2:1.75
0849937531:0849942985,1 1:0.0 2:5.0
0849942985:084991759X,1 1:0.0 2:4.75
0849942977:0849942985,1 1:0.0 2:5.0
0028617347:0028636945,1 1:0.294117647059 2:4.75
0028617347:0806502002,1 1:0.142857142857 2:4.25
1575665093:1899171134,1 1:0.0 2:5.0
B00004WK2V:B0000690PN,1 1:0.0 2:4.75
1561799092:1561797480,1 1:0.0555555555556 2:2.0
1561799092:1589970284,1 1:0.1 2:4.25
1561799092:1589970306,1 1:0.05 2:4.5
1931236070:1930974086,1 1:0.0 2:2.5
B000063WRR:B00000JXZ8,1 1:0.04 2:5.0
B000063WRR:B00004TEUZ,1 1:0.5 2:4.75
B000063WRR:B00004RITP,1 1:0.1 2:4.75
0071385126:1568000715,1 1:0.25 2:2.5
1894413490:1568000715,1 1:0.25 2:4.25
1893007170:0894860046,1 1:0.0909090909091 2:4.25
1893007170:0916856046,1 1:0.0 2:4.75
1893007170:0894868349,1 1:0.0 2:4.75
1893007170:0912075023,1 1:0.0 2:4.5
0786886242:0345434854,1 1:0.0 2:4.0
0786886242:0809294370,1 1:0.0 2:4.0
1583330771:0761515992,1 1:0.0 2:4.5
0688161510:0761515992,1 1:0.176470588235 2:4.5
0895298694:0761515992,1 1:0.0 2:4.5
B0000042GU:B000063WRQ,1 1:0.0 2:5.0
0312200560:1568383436,1 1:0.5 2:4.25
0894860658:1568383436,1 1:0.0 2:5.0
6303101410:1568383436,1 1:0.285714285714 2:5.0
0195116704:0072294264,1 1:0.0 2:2.0
0451528247:0195116704,1 1:0.0833333333333 2:2.25
0195116704:0486411435,1 1:0.0 2:2.5
0764121812:0451627121,1 1:0.3 2:2.0
0156482401:0451627121,1 1:0.0 2:4.25
0451627121:0071377204,1 1:0.0 2:4.0
0812013565:1930580037,1 1:0.0 2:4.75
0866224386:1930580037,1 1:0.0 2:4.5
0140138358:0802137970,1 1:0.2 2:3.25
0789483955:0802137970,1 1:0.2 2:4.5
9806114078:9806114264,1 1:0.0 2:2.5
9806114051:9806114078,1 1:0.0 2:2.5
980611406X:9806114078,1 1:0.0 2:0.0
9806114078:9806114345,1 1:0.0 2:2.5
B0000687BO:0800141660,1 1:0.0285714285714 2:4.75
157071391X:1562614045,1 1:0.0 2:4.75
0806520825:1562614045,1 1:0.0 2:2.5
1562614045:0762724730,1 1:0.0 2:4.75
1562614045:0385491581,1 1:0.0 2:4.25
B0000524DX:B0000687BL,1 1:0.0 2:4.25
B0000687BL:B00005NFZ7,1 1:0.142857142857 2:4.0
0060934514:B0000687BL,1 1:0.0 2:4.0
0340371862:0340770155,1 1:0.05 2:5.0
0340770155:0340739266,1 1:0.0 2:2.5
0340770155:0340212373,1 1:0.166666666667 2:4.75
0844295183:0864424361,1 1:0.0909090909091 2:4.25
0864424361:0789483297,1 1:0.0 2:4.5
0864424361:0520220420,1 1:0.0 2:4.25
0864424361:1740590449,1 1:0.166666666667 2:3.75
1930919069:1930919220,1 1:0.25 2:4.25
1930919069:0965509338,1 1:0.125 2:4.75
1930919069:1930919271,1 1:0.0 2:5.0
1930919255:1930919069,1 1:0.181818181818 2:2.5
0140094601:030680476X,1 1:0.2 2:4.0
0140094601:0664244947,1 1:0.0 2:4.75
0306810107:0140094601,1 1:0.0 2:4.75
0306809982:0140094601,1 1:0.0 2:4.25
094839059X:0948390794,1 1:0.142857142857 2:4.25
0312270178:094839059X,1 1:0.0 2:4.25
094839059X:0312310846,1 1:0.0909090909091 2:4.5
0446310786:006092988X,1 1:0.0 2:4.5
006092988X:6301773586,1 1:0.5 2:4.5
0380778556:006092988X,1 1:0.0 2:4.5
006092988X:0316769487,1 1:0.1 2:4.25
0486232670:0911572406,1 1:0.25 2:4.0
0911572082:0911572406,1 1:0.0 2:5.0
0830415939:0911572406,1 1:0.0909090909091 2:2.5
0395718155:0688140777,1 1:0.0 2:4.5
0688140777:0064433412,1 1:0.0 2:4.0
0688146287:0688140777,1 1:0.0 2:2.5
0553585975:0521598478,1 1:0.0 2:4.75
0226320618:0521598478,1 1:0.0 2:4.75
0521598478:0198751729,1 1:0.0 2:4.75
0226264211:0521598478,1 1:0.0 2:4.5
0140188541:8171677460,1 1:0.0 2:2.0
0500277508:0671027387,1 1:0.0 2:4.5
B00004WKCB:B00006DU1N,1 1:0.111111111111 2:5.0
B00006DU1N:B00004T6QM,1 1:0.1 2:5.0
1879045648:1559724803,1 1:0.0833333333333 2:4.75
0764585940:0764586076,1 1:0.2 2:4.25
0764585940:0764585894,1 1:0.0 2:3.5
0764585843:0764585940,1 1:0.0 2:4.25
0521655404:0521567335,1 1:0.0769230769231 2:5.0
0716711869:0521567335,1 1:0.0 2:4.5
0789401428:1884822339,1 1:0.125 2:2.5
0060196513:0789401428,1 1:0.166666666667 2:5.0
0786311509:1578515556,1 1:0.0 2:4.5
1578515556:0070526605,1 1:0.0 2:4.5
1578515556:0786311274,1 1:0.0 2:4.0
1578515556:0786312394,1 1:0.0 2:3.75
0886776244:0380792273,1 1:0.0 2:4.0
0689716419:0689716729,1 1:0.0 2:4.5
0689716419:0590467522,1 1:0.111111111111 2:4.25
0689716419:0688137032,1 1:0.0 2:4.25
B000059T3N:B000002AZZ,1 1:0.0 2:4.75
B000059T3N:B0000025HJ,1 1:0.0 2:4.5
B000002AZX:B000059T3N,1 1:0.0 2:4.5
B000059T3N:B0000026J6,1 1:0.0 2:4.5
1556524048:042518532X,1 1:0.0 2:4.25
1556524048:6303102476,1 1:0.5 2:4.5
B00005YUO2:B000006QHE,1 1:0.0 2:4.5
B00005JKN2:B00005YUO2,1 1:0.0 2:4.0
B00005YUO2:0780631536,1 1:0.0 2:3.75
B0000041YC:B00000424O,1 1:0.0 2:4.5
B00000424O:B00000423M,1 1:0.0 2:4.75
B000001H02:B00000424O,1 1:0.5 2:4.75
B00005YUO1:B000087EYX,1 1:0.0 2:4.25
6302919789:B00005YUO1,1 1:0.0 2:4.5
B00000J28B:B00000424J,1 1:0.1 2:5.0
B00000424J:B000004150,1 1:0.0 2:5.0
B00000424J:B000002RYP,1 1:0.0 2:4.75
0452268184:1564553264,1 1:0.0 2:3.75
1564553264:0452270839,1 1:0.5 2:4.0
0452276799:1564553264,1 1:0.0 2:4.0
B00000424H:B0000042H4,1 1:0.210526315789 2:4.75
B00000424H:0486217078,1 1:0.0 2:4.75
0393008673:B00000424H,1 1:0.0909090909091 2:4.75
B00000424Z:B00000424I,1 1:0.5 2:2.25
B000002SCA:B00000424I,1 1:0.111111111111 2:2.25
B00000424I:B000000UXN,1 1:0.111111111111 2:2.25
0262571234:1558603395,1 1:0.2 2:4.75
0262571234:0521520800,1 1:0.125 2:4.5
0072822562:0262571234,1 1:0.111111111111 2:5.0
1560446862:0762710993,1 1:0.125 2:2.5
1560446862:1585745308,1 1:0.125 2:4.25
1560446862:0899333397,1 1:0.0 2:4.0
080773814X:1843100606,1 1:0.130434782609 2:1.75
1843107163:080773814X,1 1:0.0 2:3.75
080773814X:1843107147,1 1:0.0526315789474 2:4.25
093314993X:080773814X,1 1:0.157894736842 2:4.0
B000007NAH:B000028E84,1 1:0.0 2:4.75
B000009OL0:B0000009ND,1 1:0.0 2:4.25
B000009OL0:B0000009Q2,1 1:0.0 2:4.5
B000009OL0:B00003OP9E,1 1:0.0 2:4.25
B000009OL0:B000026EAS,1 1:0.0 2:4.5
1893361233:1893361241,1 1:0.230769230769 2:2.5
1893361101:1893361233,1 1:0.0769230769231 2:2.25
1893361233:158023092X,1 1:0.0909090909091 2:2.5
189336139X:1893361233,1 1:0.2 2:2.25
B00000424Z:B000002SCA,1 1:0.111111111111 2:4.5
B00000424Z:B00000424Y,1 1:0.25 2:4.5
B000000H2F:B000009OL6,1 1:0.0 2:4.25
B000000H22:B000009OL6,1 1:0.0 2:4.5
B00005RW4J:B000009OL6,1 1:0.0 2:4.5
B00005A0XA:B000009OL6,1 1:0.0 2:4.25
B00000J29D:B00000424Y,1 1:0.0714285714286 2:4.5
B000003F6R:B00000424Y,1 1:0.0 2:4.5
B00004Y6T3:B00000424Y,1 1:0.0 2:4.75
3823854968:3823854577,1 1:0.0 2:2.0
3929638754:3823854968,1 1:0.0 2:0.0
3823854968:3764366745,1 1:0.0 2:0.0
0935782249:0915957264,1 1:0.0 2:4.25
0935782249:0195128362,1 1:0.0909090909091 2:4.25
0935782249:0915957671,1 1:0.0 2:4.5
B00004WFNM:B0000029XW,1 1:0.0 2:4.5
B000002AR2:B00004WFNM,1 1:0.0 2:4.5
B00004WFNM:B00004S5BQ,1 1:0.0 2:4.5
B00004WFNM:B000009CYH,1 1:0.0 2:4.75
0688145078:6301313941,1 1:0.0 2:4.75
0688166989:6301313941,1 1:0.0 2:4.75
B00005NVDL:6301313941,1 1:0.0 2:5.0
6303911560:6301313941,1 1:0.0 2:4.25
B00004WFNA:B000069AY0,1 1:0.0 2:3.25
B00004WFNA:B000002Z1Q,1 1:0.0 2:3.5
0834217260:0766820505,1 1:0.230769230769 2:5.0
0834217260:0721678025,1 1:0.0 2:5.0
B000056MQK:B00004WFNG,1 1:0.0 2:3.75
068485919X:0743219449,1 1:0.0 2:4.5
0486407128:1883010071,1 1:0.333333333333 2:4.75
1931499381:1883010071,1 1:0.0 2:4.5
1883010071:0870496700,1 1:0.0 2:4.5
B00000219M:B000003740,1 1:0.0 2:4.25
B00000HF6J:B000003740,1 1:0.0 2:4.25
B000003740:B000069DOG,1 1:0.0 2:4.25
B00004WFNZ:B00008DCRT,1 1:0.0 2:4.75
B00004WFNZ:B000062RAV,1 1:0.0 2:4.75
0689825862:0689810059,1 1:0.25 2:4.5
0689825250:0689825862,1 1:0.285714285714 2:4.5
0689825862:0689801629,1 1:0.285714285714 2:4.5
0689810032:0689825862,1 1:0.230769230769 2:4.5
B000003744:B0000064AF,1 1:0.0 2:4.5
B0000009Q5:B000003744,1 1:0.0 2:4.75
B000056UZO:B00000JD83,1 1:0.0 2:4.75
B00000JD83:B00000JD80,1 1:0.0 2:4.75
B00006RAMK:B00000JD83,1 1:0.0 2:4.25
0736042415:0443065640,1 1:0.0 2:2.25
0750624477:0443065640,1 1:0.0 2:2.5
1572242787:0443065640,1 1:0.0 2:2.0
B00000JD8F:B000002IML,1 1:0.0 2:4.5
B00000JD8F:B00000JD8B,1 1:0.0 2:4.5
0892836385:0830816828,1 1:0.0 2:4.5
0060652926:0830816828,1 1:0.0 2:4.25
0877843899:0830816828,1 1:0.0 2:4.25
0898707315:0830816828,1 1:0.0 2:4.0
0873418336:0964682303,1 1:0.0 2:3.75
B000005DK6:B00004WFN7,1 1:0.142857142857 2:4.5
0553579401:0553583271,1 1:0.0 2:4.5
0505522659:0843944382,1 1:0.0 2:4.5
0505522659:0505523388,1 1:0.0 2:4.0
0505522659:0843947470,1 1:0.0 2:4.0
1565048024:1565048059,1 1:0.0 2:4.25
1565048024:1565048032,1 1:0.0 2:3.75
1565048024:1565048350,1 1:0.0 2:3.75
1565048091:1565048024,1 1:0.0 2:4.25
B000009OLA:B0000010K6,1 1:0.0 2:2.5
B00006HICB:B000009OLA,1 1:0.0 2:2.25
B00005UQ82:B00005YUOW,1 1:0.0625 2:4.0
B000066727:B00005YUOW,1 1:0.0833333333333 2:4.25
0312979525:0446611514,1 1:0.0 2:4.25
B000004245:B0000041L1,1 1:0.5 2:4.5
B000009DG0:B000004245,1 1:0.111111111111 2:4.5
B000004245:B00001IVOM,1 1:0.0 2:4.5
B00007FCTQ:B00005YUOO,1 1:0.230769230769 2:4.0
B00005YUOO:B000094UE9,1 1:0.133333333333 2:3.75
B00008ODSF:B00005YUOO,1 1:0.230769230769 2:4.0
B000000UW0:B000004241,1 1:0.5 2:4.75
B00002MXMX:B000004241,1 1:0.0 2:5.0
B000001GX7:B000004241,1 1:0.0 2:5.0
B000001GYJ:B000004241,1 1:0.0 2:4.75
B00005YUOC:B0000640TG,1 1:0.25 2:5.0
B00005YUOC:B00005NRNQ,1 1:0.0 2:5.0
B0000640TK:B00005YUOC,1 1:0.0 2:5.0
B00005NSXV:B00005YUOA,1 1:0.25 2:4.25
B00005YUOA:6305054029,1 1:0.230769230769 2:4.0
B00006CXFD:B00005YUOG,1 1:0.227272727273 2:4.75
6305079145:B00005YUOG,1 1:0.0625 2:4.25
B00008DDRN:B00005YUOG,1 1:0.115384615385 2:4.25
6305079188:B00005YUOG,1 1:0.105263157895 2:4.25
0310921422:0310911427,1 1:0.181818181818 2:3.5
0310920086:0310911427,1 1:0.0769230769231 2:3.75
0310925584:0310911427,1 1:0.0833333333333 2:4.0
0310926106:0310911427,1 1:0.1 2:4.25
B00005MKO9:B00005YUOE,1 1:0.142857142857 2:3.25
0815606729:0385495757,1 1:0.0 2:4.25
0385495757:0815411359,1 1:0.142857142857 2:4.0
0385495757:0312244967,1 1:0.0 2:3.75
0963022237:1883219825,1 1:0.0769230769231 2:4.75
0963022237:0201700883,1 1:0.0 2:4.75
0689846665:053130051X,1 1:0.0 2:5.0
B000002KEF:B000002KB5,1 1:0.0 2:4.0
B000002KDW:B000002KB5,1 1:0.0 2:4.25
B00000612O:B000002KB5,1 1:0.0 2:4.5
B00000612N:B000002KB5,1 1:0.0 2:4.0
0929239865:0819218715,1 1:0.0 2:5.0
0226323994:0312304005,1 1:0.0 2:3.75
0226323994:0812212762,1 1:0.0 2:4.25
0226323994:0684859203,1 1:0.0 2:4.0
0192835890:0226323994,1 1:0.0 2:4.0
1565939409:0195098250,1 1:0.0833333333333 2:5.0
0028713974:0195098250,1 1:0.0 2:5.0
0195130189:0195098250,1 1:0.0 2:4.25
0152021027:0689717385,1 1:0.111111111111 2:5.0
0689717385:0689714734,1 1:0.0 2:4.5
0689717385:0689710550,1 1:0.0 2:4.75
0531071421:0689717385,1 1:0.0 2:5.0
0881958719:1931543178,1 1:0.0 2:2.25
0934026971:1931543178,1 1:0.0 2:4.75
0877654603:0962322962,1 1:0.142857142857 2:4.75
1885071337:0962322962,1 1:0.0 2:4.75
0714839930:027101962X,1 1:0.0 2:4.75
027101962X:0961472820,1 1:0.0 2:4.75
027101962X:0961472812,1 1:0.125 2:4.5
027101962X:0826414192,1 1:0.0909090909091 2:4.5
0152167056:0689852207,1 1:0.0 2:4.5
0316585440:068981528X,1 1:0.230769230769 2:4.75
0940350254:0316585440,1 1:0.25 2:4.75
0618007016:0316585440,1 1:0.428571428571 2:4.5
0316585440:0060282703,1 1:0.0 2:4.75
0415234263:0273625136,1 1:0.0 2:1.0
0071373586:0273625136,1 1:0.0 2:3.25
0964726505:1885003978,1 1:0.0 2:2.5
0964726505:0938302256,1 1:0.0 2:4.5
0964726505:0809298805,1 1:0.0 2:4.5
0964726505:0961904127,1 1:0.0 2:2.5
0881064319:0385334117,1 1:0.0 2:2.0
156517027X:0881322415,1 1:0.0 2:4.5
0694016489:0746045387,1 1:0.0 2:2.0
0618169318:0746045387,1 1:0.0 2:2.5
8478643877:0746045387,1 1:0.0 2:0.0
0785266666:0785294279,1 1:0.0 2:4.25
0785294279:0785274340,1 1:0.0909090909091 2:3.75
0785294279:0785264191,1 1:0.142857142857 2:4.25
0785263500:0785294279,1 1:0.0 2:4.25
0936348070:094248701X,1 1:0.0 2:2.5
046500797X:094248701X,1 1:0.0714285714286 2:2.25
094248701X:0967512395,1 1:0.125 2:2.25
1574160478:094248701X,1 1:0.0 2:2.25
0810963663:0971705801,1 1:0.0 2:4.75
0971705801:0810939401,1 1:0.0 2:4.75
0971705801:0140446745,1 1:0.272727272727 2:4.75
0300077491:0971705801,1 1:0.0 2:4.5
0743410513:0156012898,1 1:0.0 2:3.75
0345371135:0156012898,1 1:0.0 2:4.25
0142000809:0156012898,1 1:0.0 2:3.5
0679777547:0156012898,1 1:0.0 2:4.0
0195153367:0195153383,1 1:0.0625 2:3.75
0195153324:0195153367,1 1:0.0714285714286 2:4.75
0195153367:0195153308,1 1:0.166666666667 2:4.75
0195153286:0195153367,1 1:0.0625 2:4.75
0471492272:0471392901,1 1:0.0 2:4.25
0764112627:0471492272,1 1:0.111111111111 2:4.0
0471492272:0471216879,1 1:0.166666666667 2:4.25
0922729484:1568385692,1 1:0.142857142857 2:3.75
1568385692:188788405X,1 1:0.0 2:2.25
0967375207:1568385692,1 1:0.166666666667 2:2.25
0440411238:0440418410,1 1:0.125 2:4.75
0440413834:0440418410,1 1:0.125 2:5.0
0440418410:0440413869,1 1:0.2 2:4.75
0440413907:0440418410,1 1:0.1 2:4.5
1573241881:1561704555,1 1:0.0 2:4.75
1561704695:1573241881,1 1:0.0 2:4.75
1573241881:1573240834,1 1:0.0 2:4.5
0345451201:1565112873,1 1:0.0 2:4.5
1565112873:1565843428,1 1:0.0 2:4.75
1565112873:1565845455,1 1:0.0 2:5.0
0300083807:1841760153,1 1:0.0 2:2.25
0312163657:0300083807,1 1:0.0 2:4.75
0894872842:0894872869,1 1:0.307692307692 2:0.0
0894872869:0894872850,1 1:0.307692307692 2:0.0
0894872834:0894872869,1 1:0.307692307692 2:0.0
0879500026:085331585X,1 1:0.230769230769 2:3.75
0879500026:0812005473,1 1:0.125 2:3.0
0767847431:0767810864,1 1:0.0 2:4.25
0767847431:B00005JKO7,1 1:0.111111111111 2:4.25
0822013851:0822005662,1 1:0.2 2:0.5
0393316076:0822013851,1 1:0.0909090909091 2:3.0
0822013851:0226264211,1 1:0.0 2:2.5
0969677359:0969677316,1 1:0.333333333333 2:4.5
0969677316:1841260878,1 1:0.0 2:3.75
0769301606:0844245860,1 1:0.2 2:1.0
0658004735:0844245860,1 1:0.3 2:0.0
0769300189:0844245860,1 1:0.181818181818 2:2.25
0374524777:0844245860,1 1:0.0 2:2.25
078581552X:0785812636,1 1:0.0 2:5.0
0385044518:0785812636,1 1:0.0 2:5.0
0684859793:0785812636,1 1:0.0 2:4.75
0314232168:1566627931,1 1:0.0 2:0.0
1566627931:0735536406,1 1:0.0 2:1.75
0941188140:187950541X,1 1:0.0 2:4.25
0941188140:0941188248,1 1:0.0 2:4.25
0941188140:0941188736,1 1:0.0 2:3.5
0809235005:0915035308,1 1:0.181818181818 2:4.75
0915035308:0226039641,1 1:0.142857142857 2:4.75
093032384X:0915035308,1 1:0.0 2:4.75
0915035308:067427041X,1 1:0.0 2:4.75
1931769222:0130879401,1 1:0.0 2:3.75
0764532618:0764532812,1 1:0.375 2:3.75
0764532596:0764532618,1 1:0.375 2:4.0
0764532618:0789718421,1 1:0.2 2:4.25
0764532618:0764533657,1 1:0.25 2:3.75
6303686788:B0000542CA,1 1:0.0 2:3.75
0070465088:0070465118,1 1:0.0 2:0.0
0070465088:0070470995,1 1:0.0 2:0.0
014043593X:0140441832,1 1:0.153846153846 2:4.5
014043593X:0140442383,1 1:0.1875 2:4.5
014043593X:0292776233,1 1:0.230769230769 2:4.75
0060971843:0446386391,1 1:0.0 2:4.75
0679755551:0446386391,1 1:0.0 2:4.5
0446386391:0060516402,1 1:0.0 2:4.75
0679754938:0446386391,1 1:0.0 2:4.5
0803702507:0152013849,1 1:0.0 2:4.75
0152013849:0517562421,1 1:0.0 2:4.75
0152013849:0590433504,1 1:0.0 2:4.5
0140547126:0152013849,1 1:0.0 2:4.25
B000001CR7:B000058DZA,1 1:0.0 2:2.5
3822814962:0811817849,1 1:0.0 2:4.5
0609607820:3822814962,1 1:0.0 2:4.25
3822814962:0811821218,1 1:0.0 2:4.5
0451457501:0451450957,1 1:0.0 2:4.75
0451457501:0441010652,1 1:0.0 2:4.25
B000009D6K:B000008AI3,1 1:0.111111111111 2:4.0
B000003D5P:B000008AI3,1 1:0.2 2:4.25
0813523656:0822313200,1 1:0.0 2:2.0
0822313200:0231079559,1 1:0.0 2:2.0
0380711931:0380727234,1 1:0.0 2:4.0
0380711931:0380725223,1 1:0.0 2:3.75
0380711931:0380720175,1 1:0.0 2:3.5
0380790866:0380711931,1 1:0.0 2:4.25
B000007V3D:B000002LOT,1 1:0.0 2:4.75
B000007V3D:B000002O72,1 1:0.0 2:4.5
0451202538:0451195663,1 1:0.0 2:3.75
0451202538:0451410602,1 1:0.0 2:3.5
0967110742:0060930780,1 1:0.0 2:3.75
0967110742:1580400264,1 1:0.0 2:3.75
0967110742:0312195702,1 1:0.0 2:3.75
B00005LN6N:B00005LN6P,1 1:0.0 2:4.75
B00005LN6N:B000001F8Y,1 1:0.0 2:4.75
B00005LN6N:B00005Y2EM,1 1:0.0 2:4.5
0471206792:0786308508,1 1:0.0 2:3.5
0787953857:0786308508,1 1:0.272727272727 2:2.0
0787952206:0786308508,1 1:0.0 2:4.5
1879045605:1879045435,1 1:0.0 2:4.75
1879045435:1879045222,1 1:0.0 2:4.75
1879045869:1879045435,1 1:0.166666666667 2:4.75
0440129265:0440177049,1 1:0.0 2:3.5
0440129265:0440117437,1 1:0.0 2:3.75
0440184053:0440129265,1 1:0.0 2:3.5
0440129265:0440170796,1 1:0.25 2:3.75
0152007717:0698114280,1 1:0.0 2:2.25
0805047905:0698114280,1 1:0.0 2:2.5
0698114280:0152026320,1 1:0.0 2:2.25
0698114280:0694013013,1 1:0.0 2:2.5
0817011897:0805461752,1 1:0.0 2:0.5
0817011897:0802409342,1 1:0.142857142857 2:2.5
0817011897:0819217476,1 1:0.0769230769231 2:3.0
0812580354:0312876920,1 1:0.0 2:4.0
0380789035:0312876920,1 1:0.0 2:4.0
0252024753:0758202709,1 1:0.0 2:4.5
0252024753:0688135099,1 1:0.0 2:4.75
078171589X:0443070385,1 1:0.0 2:5.0
0443070385:0071360387,1 1:0.0 2:4.75
0471415448:0122796713,1 1:0.0 2:4.5
0122796705:0122796713,1 1:0.235294117647 2:4.75
B00005O3VC:6305168857,1 1:0.166666666667 2:4.5
B00007KS8I:B00004HYHV,1 1:0.0 2:4.75
B000006HWK:B00004HYHV,1 1:0.0 2:4.75
0590464019:1559717785,1 1:0.0909090909091 2:0.0
0689816049:0590464019,1 1:0.0 2:2.5
0385336381:1565123301,1 1:0.166666666667 2:4.5
0385336381:1892746263,1 1:0.25 2:2.25
0312421702:0449227138,1 1:0.0 2:5.0
0922811466:0449227138,1 1:0.0 2:4.75
0933849389:0933849540,1 1:0.166666666667 2:2.25
0933849796:0933849540,1 1:0.166666666667 2:4.75
0865713499:0933849540,1 1:0.0 2:4.75
0933849605:0933849540,1 1:0.2 2:4.75
0803281781:1883937078,1 1:0.0 2:5.0
1883937078:0440415292,1 1:0.0 2:4.75
1883937078:0802773877,1 1:0.0 2:4.25
1883937078:0876144733,1 1:0.0 2:2.5
0802131433:0393308979,1 1:0.285714285714 2:4.25
0800618548:0664255450,1 1:0.125 2:4.25
0800631862:0664255450,1 1:0.125 2:4.0
0060670789:0664255450,1 1:0.0833333333333 2:4.0
0064430685:0805047905,1 1:0.0 2:5.0
0064430685:0694006246,1 1:0.0 2:5.0
0064430685:068983568X,1 1:0.0 2:5.0
0064430685:039586786X,1 1:0.0 2:5.0
3438052504:3438051214,1 1:0.0 2:5.0
0877432317:0877432511,1 1:0.0909090909091 2:5.0
1579180043:0824518438,1 1:0.0 2:4.75
0898708680:0824518438,1 1:0.0 2:4.5
1878267345:0471113751,1 1:0.0 2:5.0
0471113751:1878267299,1 1:0.0 2:4.5
1878267280:0471113751,1 1:0.0 2:4.5
B00005KA7F:B00003CXIY,1 1:0.0 2:3.75
B00005KA7F:B00005JM1F,1 1:0.0 2:3.75
B000051JSE:B000003JGQ,1 1:0.0 2:4.25
B000051JSE:B00005QD98,1 1:0.0 2:4.25
B000051JSE:B000003JGH,1 1:0.0 2:4.0
B000051JSG:B000003JGH,1 1:0.0 2:4.25
1880477262:0937877441,1 1:0.0 2:2.25
1579220355:0309070368,1 1:0.0 2:4.75
0787955183:1579220355,1 1:0.0 2:5.0
0787954462:1579220355,1 1:0.0 2:2.5
1558604421:1558603204,1 1:0.0 2:4.75
1558603204:0201100886,1 1:0.0 2:4.25
1558603204:1558604960,1 1:0.1 2:4.0
052182060X:1558603204,1 1:0.2 2:3.5
0375700234:0349106789,1 1:0.0 2:4.5
B00005B67P:B000051JSR,1 1:0.0 2:3.75
0471357537:0471251380,1 1:0.0 2:4.5
0471357537:0452281806,1 1:0.0 2:4.5
0471357537:0471119784,1 1:0.0 2:4.5
0471357537:0471059706,1 1:0.0 2:4.5
0520216016:0520202082,1 1:0.0 2:2.5
0520057295:0520202082,1 1:0.4 2:4.25
1931140170:1582341346,1 1:0.0 2:4.0
0571179959:1582341346,1 1:0.0 2:3.75
0140276831:0939343126,1 1:0.0 2:4.75
0609610902:0939343126,1 1:0.0 2:4.25
014025093X:0939343126,1 1:0.0 2:4.75
0939343304:0939343126,1 1:0.0 2:4.75
006440904X:0064410358,1 1:0.0833333333333 2:4.0
0064410412:0064410358,1 1:0.2 2:4.0
0764517732:0764566083,1 1:0.142857142857 2:2.25
0804717257:0804720118,1 1:0.0 2:4.0
0804717257:0804733635,1 1:0.0 2:4.75
0804717257:0231082878,1 1:0.0 2:2.5
0226785955:0804717257,1 1:0.0 2:5.0
0802427340:0802438504,1 1:0.0 2:4.75
080243892X:0802438504,1 1:0.333333333333 2:4.75
0802438598:0802438504,1 1:0.5 2:4.75
0802438504:0310257204,1 1:0.166666666667 2:4.75
0821759590:0380808056,1 1:0.0 2:4.5
0521429153:0122063708,1 1:0.0 2:4.5
0125247338:0122063708,1 1:0.0 2:2.0
0226534855:0122063708,1 1:0.0588235294118 2:4.25
0071345442:0122063708,1 1:0.1 2:4.5
0345446860:080411918X,1 1:0.0 2:3.75
080411918X:0449911810,1 1:0.0 2:4.0
0449911594:080411918X,1 1:0.0 2:4.0
0472064304:0807003018,1 1:0.125 2:2.0
B00005ABK0:B00005NSWZ,1 1:0.0 2:2.25
B000026DNY:B00005NSWZ,1 1:0.0 2:2.5
B00000I25G:B00005NSWZ,1 1:0.0 2:2.25
B00004NJMX:B00005NSWZ,1 1:0.0 2:2.5
0571202802:1557830398,1 1:0.0 2:4.25
1557833478:1557830398,1 1:0.111111111111 2:4.25
0134023390:185868546X,1 1:0.0 2:2.0
0134023390:087477957X,1 1:0.0 2:4.25
0134023390:0440508274,1 1:0.153846153846 2:4.0
0134023390:0486291138,1 1:0.0 2:4.25
0830815759:0687361591,1 1:0.0 2:4.25
0830815759:0310233151,1 1:0.0 2:4.25
0830815759:0310386217,1 1:0.2 2:2.0
0830815759:0687023955,1 1:0.0 2:4.25
0843177365:0689843933,1 1:0.0526315789474 2:5.0
0689843933:0843149140,1 1:0.0 2:5.0
0689843933:0689817398,1 1:0.0 2:2.5
030906418X:157230653X,1 1:0.0 2:4.75
157230653X:0309064104,1 1:0.0 2:5.0
0805823999:157230653X,1 1:0.230769230769 2:5.0
0064400069:0064400077,1 1:0.0 2:4.75
0060264160:0064400077,1 1:0.0769230769231 2:5.0
006440031X:0064400077,1 1:0.0 2:4.5
